step,roll,pitch,yaw,position_n,position_e,position_d,velocity_u,Va,gear_deploy,throttle,elevator
2004,-0.407465,0.0161591,0.280695,372.824,-0.463723,-68.5582,16.6993,16.7002,0.871288,0.0133985,0.305916
2005,-0.409485,0.0141537,0.279676,372.986,-0.423934,-68.5607,16.6872,16.6883,0.872569,0.0159263,0.304878
2006,-0.411482,0.0121427,0.278653,373.148,-0.384337,-68.5628,16.6752,16.6765,0.873837,0.0186126,0.30606
2007,-0.413456,0.0101276,0.277625,373.31,-0.344933,-68.5645,16.6635,16.665,0.875092,0.0214453,0.304931
2008,-0.415409,0.00810684,0.276593,373.472,-0.305721,-68.5659,16.652,16.6537,0.876335,0.0244126,0.305942
2009,-0.417339,0.0060821,0.275556,373.634,-0.266704,-68.567,16.6407,16.6426,0.877566,0.0275032,0.304851
2010,-0.419247,0.00405161,0.274515,373.795,-0.227882,-68.5676,16.6296,16.6318,0.878784,0.0307067,0.305996
2011,-0.421133,0.00201696,0.273469,373.957,-0.189255,-68.568,16.6188,16.6211,0.87999,0.0340127,0.30484
2012,-0.422998,-2.36165e-05,0.272418,374.119,-0.150824,-68.5679,16.6081,16.6106,0.881184,0.0374117,0.306049
2013,-0.424841,-0.00206839,0.271362,374.28,-0.11259,-68.5675,16.5976,16.6004,0.882366,0.0408945,0.304864
2014,-0.426663,-0.00411921,0.270301,374.442,-0.074554,-68.5667,16.5874,16.5904,0.883537,0.0444522,0.305954
2015,-0.428463,-0.00617429,0.269235,374.603,-0.036716,-68.5656,16.5774,16.5806,0.884696,0.0480765,0.304826
2016,-0.430243,-0.00823547,0.268163,374.765,0.000923427,-68.5641,16.5676,16.571,0.885843,0.0517595,0.306122
2017,-0.432002,-0.0103011,0.267087,374.926,0.0383632,-68.5622,16.5579,16.5616,0.886979,0.0554935,0.304892
2018,-0.43374,-0.012373,0.266004,375.088,0.0756033,-68.56,16.5486,16.5524,0.888103,0.0592713,0.305821
2019,-0.435458,-0.0144493,0.264916,375.249,0.112643,-68.5574,16.5394,16.5434,0.889217,0.063086,0.304977
2020,-0.437156,-0.0165318,0.263822,375.41,0.149481,-68.5545,16.5304,16.5347,0.890319,0.066931,0.30595
2021,-0.438833,-0.0186191,0.262723,375.571,0.186117,-68.5511,16.5216,16.5262,0.89141,0.0708001,0.304833
2022,-0.440491,-0.0207126,0.261617,375.732,0.222552,-68.5475,16.5131,16.5178,0.892491,0.0746872,0.306079
2023,-0.442128,-0.0228109,0.260506,375.893,0.258784,-68.5434,16.5048,16.5097,0.893561,0.0785867,0.304938
2024,-0.443747,-0.0249156,0.259389,376.054,0.294812,-68.539,16.4967,16.5019,0.89462,0.082493,0.305849
2025,-0.445347,-0.027025,0.258266,376.215,0.330637,-68.5342,16.4888,16.4942,0.895668,0.0864011,0.304952
2026,-0.446928,-0.0291408,0.257136,376.376,0.366258,-68.5291,16.4811,16.4867,0.896706,0.0903059,0.305983
2027,-0.448492,-0.0312614,0.256002,376.537,0.401674,-68.5236,16.4736,16.4795,0.897734,0.0942028,0.304798
2028,-0.450039,-0.0333882,0.254861,376.698,0.436885,-68.5177,16.4664,16.4725,0.898752,0.0980871,0.305996
2029,-0.451569,-0.0355197,0.253715,376.859,0.47189,-68.5115,16.4593,16.4657,0.899759,0.101955,0.30498
2030,-0.453085,-0.0376575,0.252563,377.02,0.50669,-68.5049,16.4525,16.4591,0.900757,0.105801,0.305962
2031,-0.454586,-0.0398,0.251406,377.18,0.541283,-68.498,16.4459,16.4527,0.901744,0.109623,0.304831
2032,-0.456073,-0.0419485,0.250244,377.341,0.575669,-68.4906,16.4395,16.4465,0.902722,0.113416,0.305937
2033,-0.457547,-0.0441014,0.249076,377.502,0.609848,-68.4829,16.4334,16.4406,0.90369,0.117177,0.304918
2034,-0.459008,-0.0462605,0.247903,377.662,0.64382,-68.4749,16.4274,16.4349,0.904648,0.120902,0.306021
2035,-0.460458,-0.048424,0.246726,377.823,0.677583,-68.4664,16.4217,16.4294,0.905597,0.124589,0.30486
2036,-0.461896,-0.0505934,0.245543,377.983,0.711138,-68.4576,16.4161,16.4241,0.906536,0.128233,0.305969
2037,-0.463324,-0.0527671,0.244356,378.144,0.744484,-68.4485,16.4108,16.419,0.907466,0.131832,0.30487
2038,-0.464741,-0.0549467,0.243164,378.304,0.777621,-68.439,16.4058,16.4141,0.908387,0.135384,0.306064
2039,-0.466149,-0.0571305,0.241968,378.465,0.810548,-68.4291,16.4009,16.4095,0.909298,0.138885,0.304851
2040,-0.467548,-0.0593201,0.240767,378.625,0.843266,-68.4188,16.3962,16.4051,0.910201,0.142332,0.305891
2041,-0.468938,-0.0615138,0.239562,378.786,0.875773,-68.4082,16.3918,16.4009,0.911094,0.145724,0.304893
2042,-0.47032,-0.0637131,0.238352,378.946,0.908069,-68.3971,16.3876,16.3969,0.911979,0.149058,0.306044
2043,-0.471693,-0.0659166,0.237139,379.107,0.940154,-68.3858,16.3836,16.3931,0.912855,0.152332,0.304969
2044,-0.473059,-0.0681256,0.235921,379.267,0.972029,-68.374,16.3798,16.3896,0.913722,0.155543,0.305932
2045,-0.474419,-0.0703386,0.2347,379.427,1.00369,-68.3619,16.3763,16.3862,0.91458,0.158689,0.304867
2046,-0.475771,-0.072557,0.233475,379.588,1.03514,-68.3494,16.3729,16.3831,0.91543,0.161768,0.305932
2047,-0.477117,-0.0747793,0.232246,379.748,1.06638,-68.3366,16.3698,16.3802,0.916272,0.164779,0.30485
2048,-0.478456,-0.077007,0.231013,379.908,1.09741,-68.3234,16.3669,16.3776,0.917105,0.16772,0.306095
2049,-0.47979,-0.0792386,0.229778,380.068,1.12822,-68.3098,16.3642,16.3751,0.91793,0.170588,0.304916
2050,-0.481117,-0.0814755,0.228538,380.229,1.15882,-68.2958,16.3617,16.3729,0.918746,0.173383,0.305833
2051,-0.48244,-0.0837161,0.227296,380.389,1.1892,-68.2815,16.3595,16.3708,0.919555,0.176102,0.304966
2052,-0.483757,-0.0859618,0.22605,380.549,1.21938,-68.2667,16.3574,16.369,0.920355,0.178744,0.305965
2053,-0.485069,-0.0882114,0.224801,380.709,1.24933,-68.2517,16.3556,16.3675,0.921148,0.181307,0.304817
2054,-0.486377,-0.0904661,0.223549,380.87,1.27908,-68.2362,16.354,16.3661,0.921932,0.183791,0.306059
2055,-0.487679,-0.0927243,0.222294,381.03,1.30861,-68.2204,16.3526,16.3649,0.922709,0.186193,0.304945
2056,-0.488978,-0.0949877,0.221036,381.19,1.33792,-68.2042,16.3515,16.364,0.923478,0.188513,0.305898
2057,-0.490272,-0.0972545,0.219776,381.35,1.36702,-68.1876,16.3505,16.3633,0.92424,0.190748,0.304899
2058,-0.491562,-0.0995264,0.218512,381.51,1.3959,-68.1706,16.3498,16.3628,0.924993,0.192899,0.305997
2059,-0.492848,-0.101802,0.217246,381.67,1.42457,-68.1533,16.3493,16.3625,0.92574,0.194963,0.304789
2060,-0.49413,-0.104082,0.215978,381.831,1.45302,-68.1356,16.349,16.3625,0.926479,0.196941,0.306005
2061,-0.495408,-0.106366,0.214707,381.991,1.48126,-68.1175,16.3489,16.3627,0.92721,0.198829,0.304992
2062,-0.496683,-0.108654,0.213434,382.151,1.50928,-68.099,16.3491,16.363,0.927935,0.200628,0.305949
2063,-0.497954,-0.110946,0.212159,382.311,1.53708,-68.0802,16.3494,16.3636,0.928652,0.202337,0.304846
2064,-0.499222,-0.113243,0.210881,382.471,1.56467,-68.061,16.35,16.3645,0.929362,0.203954,0.305915
2065,-0.500487,-0.115543,0.209601,382.631,1.59203,-68.0414,16.3508,16.3655,0.930064,0.205479,0.304887
2066,-0.501748,-0.117848,0.208319,382.791,1.61919,-68.0214,16.3519,16.3668,0.93076,0.206911,0.306051
2067,-0.503006,-0.120156,0.207035,382.952,1.64612,-68.001,16.3531,16.3682,0.931449,0.208249,0.304925
2068,-0.504262,-0.122469,0.205749,383.112,1.67284,-67.9803,16.3545,16.3699,0.932131,0.209492,0.305914
2069,-0.505514,-0.124785,0.204461,383.272,1.69933,-67.9592,16.3562,16.3719,0.932807,0.210639,0.304879
2070,-0.506763,-0.127106,0.203171,383.432,1.72561,-67.9377,16.3581,16.374,0.933475,0.21169,0.306029
2071,-0.50801,-0.129429,0.20188,383.592,1.75168,-67.9158,16.3602,16.3763,0.934137,0.212644,0.30483
2072,-0.509254,-0.131758,0.200587,383.752,1.77752,-67.8935,16.3626,16.3789,0.934792,0.213499,0.305949
2073,-0.510495,-0.134089,0.199292,383.913,1.80314,-67.8709,16.3651,16.3817,0.935441,0.214257,0.304921
2074,-0.511733,-0.136425,0.197995,384.073,1.82855,-67.8478,16.3679,16.3847,0.936084,0.214915,0.30602
2075,-0.512969,-0.138764,0.196698,384.233,1.85374,-67.8244,16.3708,16.3879,0.93672,0.215474,0.304837
2076,-0.514202,-0.141108,0.195398,384.393,1.8787,-67.8006,16.374,16.3914,0.937349,0.215932,0.305971
2077,-0.515433,-0.143455,0.194098,384.554,1.90345,-67.7764,16.3775,16.395,0.937973,0.216289,0.304913
2078,-0.516661,-0.145806,0.192795,384.714,1.92798,-67.7518,16.3811,16.3989,0.93859,0.216544,0.306034
2079,-0.517887,-0.14816,0.191492,384.874,1.95229,-67.7269,16.3849,16.403,0.939201,0.216698,0.3048
2080,-0.519111,-0.150518,0.190187,385.034,1.97638,-67.7015,16.389,16.4073,0.939806,0.216749,0.305946
2081,-0.520332,-0.15288,0.188882,385.195,2.00025,-67.6758,16.3933,16.4118,0.940405,0.216696,0.304978
2082,-0.521551,-0.155246,0.187574,385.355,2.0239,-67.6496,16.3978,16.4166,0.940998,0.21654,0.305959
2083,-0.522767,-0.157614,0.186267,385.515,2.04732,-67.6231,16.4025,16.4216,0.941585,0.21628,0.30483
2084,-0.523981,-0.159987,0.184957,385.676,2.07053,-67.5962,16.4075,16.4267,0.942166,0.215915,0.306066
2085,-0.525193,-0.162363,0.183647,385.836,2.09352,-67.5689,16.4126,16.4321,0.942742,0.215446,0.304927
2086,-0.526403,-0.164743,0.182336,385.996,2.11629,-67.5412,16.418,16.4378,0.943311,0.21487,0.305889
2087,-0.527611,-0.167126,0.181024,386.157,2.13884,-67.5131,16.4236,16.4436,0.943875,0.214189,0.304908
2088,-0.528816,-0.169514,0.179711,386.317,2.16116,-67.4846,16.4294,16.4496,0.944434,0.213402,0.306034
2089,-0.530019,-0.171904,0.178396,386.478,2.18327,-67.4558,16.4354,16.4559,0.944987,0.212508,0.304741
2090,-0.531213,-0.174299,0.177078,386.638,2.20515,-67.4265,16.4416,16.4624,0.945534,0.211507,0.305838
2091,-0.532395,-0.176698,0.175756,386.799,2.22681,-67.3968,16.4481,16.4691,0.946076,0.210398,0.304927
2092,-0.533558,-0.179103,0.174427,386.959,2.24826,-67.3668,16.4548,16.476,0.946613,0.209181,0.305985
2093,-0.534694,-0.181514,0.173092,387.12,2.26948,-67.3363,16.4617,16.4832,0.947144,0.207857,0.304776
2094,-0.535798,-0.183933,0.171747,387.28,2.29048,-67.3054,16.4688,16.4905,0.94767,0.206423,0.306173
2095,-0.53686,-0.186359,0.170391,387.441,2.31125,-67.2742,16.4761,16.4981,0.94819,0.204881,0.304665
2096,-0.537876,-0.188796,0.169022,387.602,2.33181,-67.2425,16.4837,16.5059,0.948706,0.20323,0.30614
2097,-0.538836,-0.191241,0.167639,387.762,2.35214,-67.2105,16.4915,16.5139,0.949216,0.201469,0.30476
2098,-0.539734,-0.193698,0.166239,387.923,2.37226,-67.178,16.4995,16.5221,0.949722,0.199598,0.306201
2099,-0.540563,-0.196167,0.164821,388.084,2.39215,-67.1452,16.5077,16.5305,0.950222,0.197617,0.30459
2100,-0.541318,-0.198649,0.163382,388.245,2.41182,-67.1119,16.5162,16.5392,0.950717,0.195525,0.306096
2101,-0.541991,-0.201144,0.161923,388.405,2.43126,-67.0782,16.5249,16.5481,0.951208,0.193322,0.304897
2102,-0.542577,-0.203654,0.160439,388.566,2.45049,-67.0442,16.5338,16.5572,0.951693,0.191007,0.306055
2103,-0.543069,-0.206179,0.158931,388.727,2.46949,-67.0097,16.543,16.5665,0.952174,0.188581,0.304721
2104,-0.543464,-0.208721,0.157396,388.888,2.48827,-66.9748,16.5524,16.576,0.95265,0.186043,0.306244
2105,-0.543754,-0.211278,0.155832,389.049,2.50682,-66.9395,16.5621,16.5858,0.953121,0.183392,0.304646
2106,-0.543936,-0.213854,0.154238,389.21,2.52516,-66.9038,16.572,16.5958,0.953587,0.180628,0.306042
2107,-0.544005,-0.216447,0.152613,389.371,2.54327,-66.8677,16.5821,16.606,0.954049,0.177751,0.304774
2108,-0.543956,-0.21906,0.150954,389.532,2.56115,-66.8312,16.5925,16.6164,0.954506,0.17476,0.306182
2109,-0.543783,-0.221691,0.149262,389.693,2.57881,-66.7943,16.6031,16.6271,0.954959,0.171655,0.304779
2110,-0.543485,-0.224342,0.147532,389.854,2.59625,-66.757,16.6139,16.6379,0.955407,0.168435,0.306182
2111,-0.543056,-0.227012,0.145766,390.015,2.61346,-66.7192,16.625,16.6491,0.955851,0.1651,0.304581
2112,-0.542493,-0.229704,0.143961,390.177,2.63044,-66.6811,16.6364,16.6604,0.95629,0.16165,0.306124
2113,-0.541791,-0.232415,0.142116,390.338,2.6472,-66.6425,16.648,16.672,0.956725,0.158084,0.304864
2114,-0.540948,-0.235148,0.140229,390.499,2.66373,-66.6036,16.6598,16.6837,0.957156,0.154401,0.305764
2115,-0.53996,-0.237901,0.1383,390.661,2.68003,-66.5642,16.6719,16.6958,0.957582,0.150601,0.305024
2116,-0.538824,-0.240675,0.136328,390.822,2.69611,-66.5244,16.6842,16.708,0.958004,0.146684,0.305882
2117,-0.537541,-0.24347,0.134314,390.983,2.71196,-66.4842,16.6967,16.7205,0.958422,0.14265,0.304901
2118,-0.536114,-0.246284,0.132256,391.145,2.72757,-66.4436,16.7096,16.7332,0.958836,0.138497,0.306034
2119,-0.534543,-0.249118,0.130156,391.306,2.74296,-66.4025,16.7226,16.7461,0.959245,0.134226,0.304961
2120,-0.532833,-0.25197,0.128014,391.468,2.75812,-66.3611,16.7359,16.7593,0.959651,0.129835,0.305993
2121,-0.530987,-0.254839,0.125831,391.63,2.77304,-66.3192,16.7494,16.7727,0.960052,0.125325,0.304801
2122,-0.529008,-0.257725,0.123607,391.791,2.78773,-66.2769,16.7632,16.7863,0.96045,0.120695,0.306055
2123,-0.526901,-0.260625,0.121343,391.953,2.80219,-66.2342,16.7772,16.8001,0.960843,0.115945,0.30478
2124,-0.524669,-0.26354,0.11904,392.115,2.81641,-66.1911,16.7914,16.8142,0.961233,0.111074,0.306114
2125,-0.522316,-0.266467,0.116699,392.277,2.8304,-66.1476,16.8058,16.8285,0.961619,0.106082,0.304799
2126,-0.519844,-0.269407,0.11432,392.439,2.84414,-66.1037,16.8205,16.843,0.962,0.100969,0.306021
2127,-0.517257,-0.272357,0.111906,392.601,2.85765,-66.0593,16.8354,16.8578,0.962379,0.0960451,0.304492
2128,-0.514558,-0.275316,0.109454,392.763,2.87093,-66.0145,16.8505,16.8728,0.962753,0.0913609,0.302189
2129,-0.511748,-0.278282,0.106967,392.925,2.88396,-65.9694,16.8658,16.888,0.963123,0.0869052,0.296706
2130,-0.508832,-0.281251,0.10444,393.087,2.89675,-65.9237,16.8814,16.9035,0.96349,0.0826667,0.291372
2131,-0.505807,-0.284217,0.101874,393.249,2.90931,-65.8777,16.8972,16.9192,0.963854,0.078635,0.283107
2132,-0.502678,-0.287175,0.0992655,393.412,2.92162,-65.8312,16.9133,16.9352,0.964213,0.0748,0.27638
2133,-0.499444,-0.290117,0.0966148,393.574,2.9337,-65.7843,16.9296,16.9515,0.964569,0.0711519,0.266984
2134,-0.496108,-0.29304,0.0939196,393.737,2.94554,-65.737,16.9462,16.968,0.964922,0.0676818,0.258921
2135,-0.492668,-0.295938,0.0911807,393.899,2.95713,-65.6892,16.9631,16.9848,0.965271,0.0643809,0.24903
2136,-0.489129,-0.298806,0.088397,394.062,2.96849,-65.641,16.9801,17.0018,0.965617,0.061241,0.240798
2137,-0.48549,-0.301641,0.08557,394.224,2.97961,-65.5923,16.9975,17.0191,0.965959,0.0582543,0.230432
2138,-0.481753,-0.304439,0.082699,394.387,2.99049,-65.5432,17.0151,17.0366,0.966297,0.0554132,0.222211
2139,-0.477919,-0.307198,0.0797864,394.55,3.00112,-65.4937,17.0329,17.0543,0.966633,0.0527106,0.211801
2140,-0.473992,-0.309914,0.0768318,394.712,3.01151,-65.4437,17.0509,17.0723,0.966965,0.0501399,0.203286
2141,-0.469971,-0.312586,0.0738379,394.875,3.02165,-65.3933,17.0691,17.0906,0.967293,0.0476946,0.192884
2142,-0.465859,-0.315211,0.0708052,395.038,3.03155,-65.3424,17.0876,17.109,0.967619,0.0453685,0.184721
2143,-0.461658,-0.317787,0.0677366,395.201,3.04119,-65.2911,17.1063,17.1277,0.967941,0.0431558,0.174322
2144,-0.457372,-0.320314,0.0646326,395.364,3.05058,-65.2394,17.1251,17.1466,0.96826,0.0410511,0.166158
2145,-0.453001,-0.322788,0.0614966,395.528,3.05971,-65.1872,17.1442,17.1657,0.968576,0.039049,0.155776
2146,-0.448549,-0.32521,0.0583295,395.691,3.06859,-65.1346,17.1634,17.185,0.968889,0.0371446,0.148057
2147,-0.444017,-0.327577,0.0551347,395.854,3.07721,-65.0815,17.1828,17.2045,0.969198,0.035333,0.137945
2148,-0.43941,-0.329889,0.0519133,396.018,3.08556,-65.0281,17.2024,17.2241,0.969505,0.0336098,0.129954
2149,-0.434729,-0.332144,0.0486688,396.181,3.09364,-64.9742,17.2221,17.244,0.969808,0.0319706,0.120155
2150,-0.429977,-0.334343,0.0454025,396.345,3.10145,-64.9199,17.242,17.264,0.970108,0.0304114,0.112561
2151,-0.425158,-0.336483,0.0421181,396.508,3.10899,-64.8652,17.262,17.2842,0.970406,0.0289282,0.102791
2152,-0.420275,-0.338564,0.038817,396.672,3.11625,-64.81,17.2821,17.3045,0.9707,0.0275174,0.0956438
2153,-0.41533,-0.340585,0.035503,396.836,3.12323,-64.7545,17.3024,17.325,0.970992,0.0261753,0.0861898
2154,-0.410327,-0.342546,0.0321774,397,3.12993,-64.6985,17.3228,17.3456,0.971281,0.0248987,0.0788522
2155,-0.405269,-0.344446,0.028844,397.164,3.13634,-64.6422,17.3432,17.3664,0.971566,0.0236844,0.0698042
2156,-0.40016,-0.346285,0.0255046,397.328,3.14246,-64.5855,17.3638,17.3873,0.971849,0.0225293,0.0629291
2157,-0.395001,-0.348061,0.0221627,397.492,3.14829,-64.5284,17.3845,17.4083,0.972129,0.0214306,0.0538946
2158,-0.389798,-0.349776,0.01882,397.657,3.15382,-64.4709,17.4053,17.4294,0.972407,0.0203854,0.0474536
2159,-0.384553,-0.351427,0.0154804,397.821,3.15905,-64.413,17.4261,17.4506,0.972681,0.0193912,0.0389214
2160,-0.37927,-0.353016,0.0121455,397.986,3.16398,-64.3548,17.4471,17.4719,0.972953,0.0184454,0.0323694
2161,-0.373952,-0.354542,0.00881877,398.15,3.1686,-64.2962,17.4681,17.4933,0.973222,0.0175459,0.0241365
2162,-0.368602,-0.356006,0.00550218,398.315,3.17292,-64.2373,17.4892,17.5148,0.973489,0.0166901,0.0181079
2163,-0.363224,-0.357405,0.00219928,398.48,3.17692,-64.178,17.5103,17.5364,0.973752,0.0158761,0.0100327
2164,-0.357821,-0.358743,-0.00108831,398.645,3.18061,-64.1184,17.5315,17.558,0.974014,0.0151019,0.00441715
2165,-0.352396,-0.360017,-0.00435693,398.81,3.18398,-64.0585,17.5527,17.5797,0.974272,0.0143653,-0.00328423
2166,-0.346953,-0.36123,-0.00760508,398.975,3.18704,-63.9982,17.574,17.6015,0.974528,0.0136647,-0.00880802
2167,-0.341495,-0.362379,-0.0108293,399.141,3.18977,-63.9376,17.5954,17.6233,0.974782,0.0129983,-0.0161943
2168,-0.336026,-0.363467,-0.014028,399.306,3.19218,-63.8767,17.6167,17.6452,0.975033,0.0123644,-0.0212048
2169,-0.330548,-0.364493,-0.0171978,399.472,3.19426,-63.8155,17.6382,17.6671,0.975281,0.0117613,-0.0282461
2170,-0.325065,-0.365459,-0.0203373,399.637,3.19602,-63.754,17.6596,17.689,0.975527,0.0111877,-0.0331254
2171,-0.319579,-0.366364,-0.0234434,399.803,3.19745,-63.6922,17.6811,17.711,0.97577,0.0106421,-0.0398787
2172,-0.314095,-0.367209,-0.0265145,399.969,3.19855,-63.6301,17.7026,17.7329,0.976011,0.0101231,-0.0442532
2173,-0.308614,-0.367995,-0.0295477,400.135,3.19931,-63.5677,17.7242,17.755,0.97625,0.00962937,-0.0505966
2174,-0.303141,-0.368723,-0.0325418,400.302,3.19974,-63.5051,17.7457,17.777,0.976486,0.00915974,-0.0548513
2175,-0.297677,-0.369393,-0.0354941,400.468,3.19984,-63.4422,17.7673,17.799,0.97672,0.00871301,-0.0609571
2176,-0.292226,-0.370007,-0.0384031,400.635,3.1996,-63.3791,17.7889,17.8211,0.976952,0.00828807,-0.0647442
2177,-0.286791,-0.370564,-0.0412665,400.801,3.19903,-63.3157,17.8105,17.8432,0.977181,0.00788386,-0.070364
2178,-0.281373,-0.371068,-0.0440831,400.968,3.19812,-63.2521,17.8322,17.8652,0.977408,0.00749936,-0.0740077
2179,-0.275976,-0.371517,-0.0468507,401.135,3.19687,-63.1883,17.8538,17.8873,0.977633,0.00713361,-0.0794276
2180,-0.270602,-0.371913,-0.0495684,401.302,3.19529,-63.1242,17.8755,17.9094,0.977856,0.0067857,-0.0824797
2181,-0.265253,-0.372258,-0.0522338,401.469,3.19336,-63.0599,17.8972,17.9314,0.978076,0.00645476,-0.0875992
2182,-0.259933,-0.372553,-0.0548465,401.637,3.19111,-62.9954,17.9189,17.9535,0.978294,0.00613996,-0.0906999
2183,-0.254643,-0.372797,-0.0574045,401.804,3.18851,-62.9307,17.9406,17.9755,0.97851,0.00584051,-0.0952694
2184,-0.249384,-0.372995,-0.0599072,401.972,3.18557,-62.8658,17.9623,17.9975,0.978724,0.00555566,-0.097948
2185,-0.24416,-0.373144,-0.062353,402.14,3.18231,-62.8008,17.984,18.0195,0.978936,0.00528471,-0.102471
2186,-0.238973,-0.373249,-0.0647415,402.308,3.1787,-62.7355,18.0057,18.0415,0.979145,0.00502697,-0.104634
2187,-0.233823,-0.373308,-0.0670711,402.476,3.17476,-62.6701,18.0274,18.0635,0.979353,0.0047818,-0.108779
2188,-0.228713,-0.373326,-0.0693419,402.645,3.17049,-62.6045,18.0492,18.0854,0.979558,0.00454859,-0.110977
2189,-0.223645,-0.373301,-0.0715526,402.813,3.16589,-62.5387,18.0709,18.1073,0.979762,0.00432675,-0.114764
2190,-0.218619,-0.373236,-0.073703,402.982,3.16095,-62.4729,18.0926,18.1292,0.979963,0.00411574,-0.116559
2191,-0.213638,-0.37313,-0.0757924,403.151,3.15569,-62.4068,18.1144,18.1511,0.980162,0.00391501,-0.120186
2192,-0.208703,-0.372989,-0.0778208,403.32,3.1501,-62.3406,18.1361,18.1729,0.98036,0.00372407,-0.121532
2193,-0.203815,-0.372809,-0.0797875,403.489,3.14419,-62.2743,18.1578,18.1948,0.980555,0.00354245,-0.124906
2194,-0.198975,-0.372596,-0.0816928,403.658,3.13795,-62.2079,18.1795,18.2165,0.980749,0.00336968,-0.126295
2195,-0.194185,-0.372347,-0.0835363,403.828,3.13139,-62.1414,18.2013,18.2383,0.98094,0.00320534,-0.129241
2196,-0.189445,-0.372067,-0.0853184,403.998,3.12452,-62.0747,18.223,18.26,0.98113,0.00304901,-0.130248
2197,-0.184756,-0.371755,-0.0870388,404.168,3.11733,-62.0079,18.2447,18.2817,0.981318,0.00290031,-0.133204
2198,-0.180119,-0.371415,-0.0886981,404.338,3.10983,-61.9411,18.2664,18.3033,0.981504,0.00275886,-0.133872
2199,-0.175535,-0.371044,-0.0902962,404.508,3.10202,-61.8742,18.2881,18.3249,0.981688,0.00262431,-0.136403
2200,-0.171005,-0.370647,-0.091834,404.679,3.0939,-61.8071,18.3097,18.3466,0.97192,0.00249632,-0.137088
2201,-0.166528,-0.370223,-0.0933116,404.849,3.08547,-61.74,18.3315,18.3683,0.962249,0.00237457,-0.139488
2202,-0.162106,-0.369775,-0.0947298,405.02,3.07675,-61.6728,18.3533,18.3901,0.952674,0.00225876,-0.139803
2203,-0.157739,-0.369303,-0.0960889,405.191,3.06773,-61.6056,18.3752,18.412,0.943195,0.0021486,-0.142009
2204,-0.153427,-0.368809,-0.09739,405.362,3.05842,-61.5383,18.3972,18.4339,0.93381,0.00204381,-0.142089
2205,-0.14917,-0.368292,-0.0986335,405.534,3.04881,-61.4709,18.4193,18.4559,0.924519,0.00194414,-0.144224
2206,-0.144969,-0.367757,-0.0998206,405.705,3.03892,-61.4035,18.4415,18.478,0.91532,0.00184932,-0.1442
2207,-0.140824,-0.367201,-0.100952,405.877,3.02875,-61.336,18.4638,18.5002,0.906212,0.00175913,-0.145951
2208,-0.136735,-0.366629,-0.102028,406.049,3.0183,-61.2685,18.4862,18.5224,0.897195,0.00167333,-0.145757
2209,-0.132701,-0.366039,-0.103051,406.222,3.00757,-61.2009,18.5087,18.5447,0.888268,0.00159172,-0.147439
2210,-0.128723,-0.365434,-0.104021,406.394,2.99657,-61.1334,18.5312,18.5671,0.879429,0.00151409,-0.14709
2211,-0.124801,-0.364812,-0.10494,406.567,2.9853,-61.0658,18.5539,18.5895,0.870679,0.00144025,-0.148728
2212,-0.120934,-0.364178,-0.105808,406.74,2.97377,-60.9981,18.5766,18.612,0.862015,0.00137001,-0.148112
2213,-0.117123,-0.36353,-0.106626,406.913,2.96198,-60.9305,18.5994,18.6346,0.853438,0.00130319,-0.14942
2214,-0.113366,-0.362871,-0.107397,407.086,2.94994,-60.8628,18.6222,18.6572,0.844946,0.00123964,-0.14892
2215,-0.109665,-0.3622,-0.108121,407.26,2.93764,-60.7951,18.6451,18.6799,0.836539,0.00117918,-0.150173
2216,-0.106018,-0.361519,-0.108799,407.433,2.9251,-60.7274,18.6681,18.7026,0.828215,0.00112167,-0.14942
2217,-0.102425,-0.360828,-0.109433,407.607,2.91232,-60.6597,18.6911,18.7254,0.819974,0.00106696,-0.15055
2218,-0.0988867,-0.360129,-0.110024,407.782,2.8993,-60.592,18.7142,18.7482,0.811816,0.00101493,-0.149552
2219,-0.0954013,-0.35942,-0.110573,407.956,2.88605,-60.5244,18.7374,18.7711,0.803738,0.000965429,-0.150669
2220,-0.0919692,-0.358706,-0.111082,408.131,2.87257,-60.4567,18.7605,18.794,0.795741,0.000918345,-0.149799
2221,-0.0885897,-0.357983,-0.111552,408.306,2.85887,-60.389,18.7838,18.817,0.787823,0.000873557,-0.150585
2222,-0.0852622,-0.357256,-0.111984,408.481,2.84495,-60.3214,18.8071,18.84,0.779984,0.000830953,-0.149523
2223,-0.0819865,-0.356523,-0.11238,408.656,2.83081,-60.2537,18.8304,18.8631,0.772223,0.000790427,-0.15043
2224,-0.0787622,-0.355785,-0.112741,408.832,2.81647,-60.1861,18.8538,18.8861,0.764539,0.000751877,-0.149177
2225,-0.0755886,-0.355042,-0.113069,409.008,2.80192,-60.1185,18.8772,18.9093,0.756932,0.000715208,-0.149958
2226,-0.0724655,-0.354297,-0.113364,409.184,2.78717,-60.051,18.9006,18.9325,0.7494,0.000680327,-0.148699
2227,-0.0693921,-0.353547,-0.113629,409.36,2.77222,-59.9834,18.9241,18.9557,0.741944,0.000647147,-0.149476
2228,-0.0663679,-0.352796,-0.113863,409.537,2.75709,-59.9159,18.9476,18.9789,0.734561,0.000615585,-0.148009
2229,-0.0633927,-0.352042,-0.11407,409.714,2.74177,-59.8485,18.9712,19.0022,0.727252,0.000585563,-0.148588
